,City,Year,Main Cause
2322,Chicago,2022,Weather Conditions
2323,Chicago,2022,Unlicensed Driver
2327,Chicago,2022,Improper Lane Change
2328,Chicago,2022,Weather Conditions
2329,Chicago,2022,Alcohol Involvement
2330,Chicago,2022,Weather Conditions
2331,Chicago,2022,Tailgating
2332,Chicago,2022,Failure to Yield
2333,Chicago,2022,Improper Lane Change
2335,Chicago,2022,Alcohol Involvement
2337,Chicago,2022,Drug Involvement
2338,Chicago,2022,Speeding
2339,Chicago,2022,Running Red Light
2342,Chicago,2022,Distracted Driving
2343,Chicago,2022,Unlicensed Driver
2345,Chicago,2022,Improper Lane Change
2348,Chicago,2022,Tailgating
2349,Chicago,2022,Alcohol Involvement
2350,Chicago,2022,Aggressive Driving
2351,Chicago,2022,Driver Fatigue
2352,Chicago,2022,Tailgating
2353,Chicago,2022,Failure to Yield
2356,Chicago,2022,Improper Lane Change
2357,Chicago,2022,Speeding
2359,Chicago,2022,Tailgating
2360,Chicago,2022,Aggressive Driving
2361,Chicago,2022,Alcohol Involvement
2362,Chicago,2022,Running Red Light
2364,Chicago,2022,Tailgating
2366,Chicago,2022,Drug Involvement
2367,Chicago,2022,Failure to Yield
2368,Chicago,2022,Unlicensed Driver
2369,Chicago,2022,Distracted Driving
2372,Chicago,2022,Aggressive Driving
2373,Chicago,2022,Unlicensed Driver
2375,Chicago,2022,Drug Involvement
2376,Chicago,2022,Weather Conditions
2377,Chicago,2022,Improper Lane Change
2378,Chicago,2022,Failure to Yield
2379,Chicago,2022,Aggressive Driving
2381,Chicago,2022,Distracted Driving
2382,Chicago,2022,Aggressive Driving
2383,Chicago,2022,Running Red Light
2384,Chicago,2022,Speeding
2387,Chicago,2022,Alcohol Involvement
2388,Chicago,2022,Drug Involvement
2390,Chicago,2022,Alcohol Involvement
2391,Chicago,2022,Weather Conditions
2392,Chicago,2022,Unlicensed Driver
2395,Chicago,2022,Tailgating
2396,Chicago,2022,Aggressive Driving
2397,Chicago,2022,Running Red Light
2401,Chicago,2022,Speeding
2402,Chicago,2022,Alcohol Involvement
2405,Chicago,2022,Distracted Driving
2407,Chicago,2022,Alcohol Involvement
2408,Chicago,2022,Running Red Light
2410,Chicago,2022,Driver Fatigue
2411,Chicago,2022,Weather Conditions
2413,Chicago,2022,Weather Conditions
2414,Chicago,2022,Tailgating
2415,Chicago,2022,Improper Lane Change
2417,Chicago,2022,Tailgating
2418,Chicago,2022,Failure to Yield
2419,Chicago,2022,Aggressive Driving
2422,Chicago,2022,Distracted Driving
2423,Chicago,2022,Drug Involvement
2424,Chicago,2022,Weather Conditions
2425,Chicago,2022,Tailgating
2427,Chicago,2022,Alcohol Involvement
2428,Chicago,2022,Unlicensed Driver
2430,Chicago,2022,Improper Lane Change
2431,Chicago,2022,Distracted Driving
2433,Chicago,2022,Drug Involvement
2434,Chicago,2022,Alcohol Involvement
2435,Chicago,2022,Distracted Driving
2437,Chicago,2022,Unlicensed Driver
2438,Chicago,2022,Unlicensed Driver
2439,Chicago,2022,Drug Involvement
2440,Chicago,2022,Improper Lane Change
2441,Chicago,2022,Driver Fatigue
2443,Chicago,2023,Driver Fatigue
2445,Chicago,2023,Driver Fatigue
2446,Chicago,2023,Driver Fatigue
2447,Chicago,2023,Failure to Yield
2448,Chicago,2023,Aggressive Driving
2450,Chicago,2023,Driver Fatigue
2452,Chicago,2023,Unlicensed Driver
2454,Chicago,2023,Failure to Yield
2456,Chicago,2023,Speeding
2461,Chicago,2023,Alcohol Involvement
2463,Chicago,2023,Unlicensed Driver
2465,Chicago,2023,Running Red Light
2467,Chicago,2023,Driver Fatigue
2468,Chicago,2023,Driver Fatigue
2470,Chicago,2023,Aggressive Driving
2472,Chicago,2023,Running Red Light
2474,Chicago,2023,Distracted Driving
2475,Chicago,2023,Drug Involvement
2476,Chicago,2023,Running Red Light
2478,Chicago,2023,Alcohol Involvement
2479,Chicago,2023,Drug Involvement
2481,Chicago,2023,Distracted Driving
2483,Chicago,2023,Improper Lane Change
2485,Chicago,2023,Weather Conditions
2486,Chicago,2023,Tailgating
2487,Chicago,2023,Unlicensed Driver
2488,Chicago,2023,Drug Involvement
2489,Chicago,2023,Failure to Yield
2491,Chicago,2023,Unlicensed Driver
2493,Chicago,2023,Tailgating
2494,Chicago,2023,Improper Lane Change
2495,Chicago,2023,Drug Involvement
2496,Chicago,2023,Tailgating
2497,Chicago,2023,Running Red Light
2499,Chicago,2023,Drug Involvement
2500,Chicago,2023,Running Red Light
2502,Chicago,2023,Failure to Yield
2503,Chicago,2023,Speeding
2504,Chicago,2023,Failure to Yield
2505,Chicago,2023,Driver Fatigue
2506,Chicago,2023,Tailgating
2507,Chicago,2023,Unlicensed Driver
2508,Chicago,2023,Speeding
2509,Chicago,2023,Alcohol Involvement
2510,Chicago,2023,Driver Fatigue
2512,Chicago,2023,Aggressive Driving
2513,Chicago,2023,Aggressive Driving
2515,Chicago,2023,Improper Lane Change
2516,Chicago,2023,Speeding
2517,Chicago,2023,Drug Involvement
2518,Chicago,2023,Aggressive Driving
2521,Chicago,2023,Unlicensed Driver
2522,Chicago,2023,Weather Conditions
2524,Chicago,2023,Drug Involvement
2525,Chicago,2023,Driver Fatigue
2527,Chicago,2023,Speeding
2528,Chicago,2023,Unlicensed Driver
2533,Chicago,2023,Drug Involvement
2536,Chicago,2023,Weather Conditions
2537,Chicago,2023,Running Red Light
2538,Chicago,2023,Unlicensed Driver
2542,Chicago,2023,Drug Involvement
2543,Chicago,2023,Weather Conditions
2546,Chicago,2023,Drug Involvement
2547,Chicago,2023,Tailgating
2548,Chicago,2023,Tailgating
2549,Chicago,2023,Distracted Driving
2550,Chicago,2023,Aggressive Driving
2551,Chicago,2023,Speeding
2552,Chicago,2023,Speeding
2553,Chicago,2023,Unlicensed Driver
2555,Chicago,2023,Aggressive Driving
2556,Chicago,2023,Tailgating
2557,Chicago,2023,Failure to Yield
2558,Chicago,2023,Drug Involvement
2560,Chicago,2023,Drug Involvement
2561,Chicago,2023,Running Red Light
2562,Chicago,2023,Unlicensed Driver
2563,Chicago,2023,Weather Conditions
2565,Chicago,2023,Drug Involvement
2568,Houston,2017,Tailgating
2569,Houston,2017,Tailgating
2573,Houston,2017,Distracted Driving
2574,Houston,2017,Driver Fatigue
2575,Houston,2017,Aggressive Driving
2577,Houston,2017,Tailgating
2578,Houston,2017,Tailgating
2579,Houston,2017,Distracted Driving
2580,Houston,2017,Driver Fatigue
2582,Houston,2017,Running Red Light
2583,Houston,2017,Unlicensed Driver
2585,Houston,2017,Unlicensed Driver
2587,Houston,2017,Tailgating
2588,Houston,2017,Improper Lane Change
2589,Houston,2017,Running Red Light
2591,Houston,2017,Distracted Driving
2592,Houston,2017,Speeding
2593,Houston,2017,Improper Lane Change
2594,Houston,2017,Failure to Yield
2595,Houston,2017,Tailgating
2596,Houston,2017,Driver Fatigue
2599,Houston,2017,Failure to Yield
2600,Houston,2017,Tailgating
2601,Houston,2017,Improper Lane Change
2602,Houston,2017,Improper Lane Change
2603,Houston,2017,Running Red Light
2604,Houston,2017,Speeding
2605,Houston,2017,Aggressive Driving
2607,Houston,2017,Aggressive Driving
2608,Houston,2017,Drug Involvement
2609,Houston,2017,Aggressive Driving
2610,Houston,2017,Running Red Light
2611,Houston,2017,Running Red Light
2612,Houston,2017,Tailgating
2613,Houston,2017,Weather Conditions
2614,Houston,2017,Improper Lane Change
2615,Houston,2017,Driver Fatigue
2616,Houston,2017,Alcohol Involvement
2617,Houston,2017,Weather Conditions
2618,Houston,2017,Distracted Driving
2620,Houston,2017,Drug Involvement
2623,Houston,2017,Alcohol Involvement
2624,Houston,2017,Driver Fatigue
2626,Houston,2017,Alcohol Involvement
2627,Houston,2017,Weather Conditions
2628,Houston,2017,Drug Involvement
2629,Houston,2017,Improper Lane Change
2630,Houston,2017,Drug Involvement
2632,Houston,2017,Aggressive Driving
2633,Houston,2017,Running Red Light
2635,Houston,2017,Driver Fatigue
2636,Houston,2017,Running Red Light
2637,Houston,2017,Improper Lane Change
2638,Houston,2017,Speeding
2639,Houston,2017,Running Red Light
2640,Houston,2017,Aggressive Driving
2644,Houston,2017,Tailgating
2646,Houston,2017,Drug Involvement
2648,Houston,2017,Drug Involvement
2649,Houston,2017,Tailgating
2650,Houston,2017,Distracted Driving
2651,Houston,2017,Improper Lane Change
2652,Houston,2017,Improper Lane Change
2653,Houston,2017,Drug Involvement
2654,Houston,2017,Driver Fatigue
2655,Houston,2017,Unlicensed Driver
2657,Houston,2017,Driver Fatigue
2658,Houston,2017,Drug Involvement
2659,Houston,2017,Tailgating
2661,Houston,2017,Speeding
2664,Houston,2017,Failure to Yield
2667,Houston,2017,Aggressive Driving
2668,Houston,2017,Drug Involvement
2669,Houston,2017,Speeding
2670,Houston,2017,Weather Conditions
2671,Houston,2017,Aggressive Driving
2673,Houston,2017,Running Red Light
2674,Houston,2017,Aggressive Driving
2675,Houston,2017,Unlicensed Driver
2677,Houston,2017,Unlicensed Driver
2679,Houston,2017,Distracted Driving
2680,Houston,2017,Distracted Driving
2682,Houston,2017,Driver Fatigue
2683,Houston,2017,Running Red Light
2684,Houston,2017,Distracted Driving
2685,Houston,2017,Improper Lane Change
2686,Houston,2017,Speeding
2687,Houston,2017,Distracted Driving
2688,Houston,2017,Running Red Light
2689,Houston,2017,Aggressive Driving
2691,Houston,2017,Alcohol Involvement
2692,Houston,2017,Failure to Yield
2693,Houston,2017,Failure to Yield
2694,Houston,2017,Distracted Driving
2695,Houston,2017,Driver Fatigue
2697,Houston,2018,Improper Lane Change
2698,Houston,2018,Weather Conditions
2699,Houston,2018,Unlicensed Driver
2700,Houston,2018,Weather Conditions
2701,Houston,2018,Failure to Yield
2702,Houston,2018,Distracted Driving
2703,Houston,2018,Distracted Driving
2704,Houston,2018,Tailgating
2706,Houston,2018,Distracted Driving
2707,Houston,2018,Weather Conditions
2708,Houston,2018,Driver Fatigue
2709,Houston,2018,Unlicensed Driver
2710,Houston,2018,Tailgating
2711,Houston,2018,Speeding
2713,Houston,2018,Unlicensed Driver
2714,Houston,2018,Improper Lane Change
2717,Houston,2018,Distracted Driving
2718,Houston,2018,Driver Fatigue
2721,Houston,2018,Speeding
2723,Houston,2018,Drug Involvement
2724,Houston,2018,Failure to Yield
2725,Houston,2018,Distracted Driving
2726,Houston,2018,Tailgating
2727,Houston,2018,Aggressive Driving
2728,Houston,2018,Improper Lane Change
2729,Houston,2018,Weather Conditions
2730,Houston,2018,Unlicensed Driver
2731,Houston,2018,Drug Involvement
2732,Houston,2018,Alcohol Involvement
2734,Houston,2018,Improper Lane Change
2735,Houston,2018,Running Red Light
2737,Houston,2018,Unlicensed Driver
2738,Houston,2018,Tailgating
2742,Houston,2018,Distracted Driving
2743,Houston,2018,Speeding
2744,Houston,2018,Unlicensed Driver
2745,Houston,2018,Aggressive Driving
2747,Houston,2018,Distracted Driving
2748,Houston,2018,Distracted Driving
2749,Houston,2018,Running Red Light
2750,Houston,2018,Speeding
2751,Houston,2018,Alcohol Involvement
2752,Houston,2018,Speeding
2755,Houston,2018,Driver Fatigue
2757,Houston,2018,Alcohol Involvement
2761,Houston,2018,Drug Involvement
2763,Houston,2018,Unlicensed Driver
2764,Houston,2018,Improper Lane Change
2765,Houston,2018,Distracted Driving
2766,Houston,2018,Driver Fatigue
2767,Houston,2018,Improper Lane Change
2768,Houston,2018,Drug Involvement
2769,Houston,2018,Failure to Yield
2770,Houston,2018,Speeding
2771,Houston,2018,Running Red Light
2772,Houston,2018,Distracted Driving
2773,Houston,2018,Driver Fatigue
2774,Houston,2018,Running Red Light
2775,Houston,2018,Aggressive Driving
2776,Houston,2018,Running Red Light
2777,Houston,2018,Aggressive Driving
2778,Houston,2018,Failure to Yield
2779,Houston,2018,Failure to Yield
2780,Houston,2018,Improper Lane Change
2784,Houston,2018,Drug Involvement
2785,Houston,2018,Weather Conditions
2786,Houston,2018,Unlicensed Driver
2787,Houston,2018,Unlicensed Driver
2788,Houston,2018,Alcohol Involvement
2789,Houston,2018,Weather Conditions
2790,Houston,2018,Speeding
2791,Houston,2018,Running Red Light
2792,Houston,2018,Weather Conditions
2793,Houston,2018,Tailgating
2797,Houston,2018,Aggressive Driving
2798,Houston,2018,Weather Conditions
2801,Houston,2018,Drug Involvement
2802,Houston,2018,Running Red Light
2804,Houston,2018,Unlicensed Driver
2806,Houston,2018,Distracted Driving
2809,Houston,2018,Weather Conditions
2810,Houston,2018,Aggressive Driving
2811,Houston,2018,Aggressive Driving
2813,Houston,2018,Improper Lane Change
2815,Houston,2018,Failure to Yield
2816,Houston,2018,Drug Involvement
2817,Houston,2018,Weather Conditions
2818,Houston,2018,Aggressive Driving
2821,Houston,2018,Speeding
2822,Houston,2018,Weather Conditions
2823,Houston,2018,Speeding
2824,Houston,2018,Running Red Light
2825,Houston,2018,Alcohol Involvement
2829,Houston,2019,Speeding
2832,Houston,2019,Running Red Light
2833,Houston,2019,Speeding
2834,Houston,2019,Driver Fatigue
2839,Houston,2019,Weather Conditions
2841,Houston,2019,Improper Lane Change
2845,Houston,2019,Running Red Light
2848,Houston,2019,Aggressive Driving
2849,Houston,2019,Tailgating
2850,Houston,2019,Drug Involvement
2851,Houston,2019,Aggressive Driving
2852,Houston,2019,Aggressive Driving
2853,Houston,2019,Failure to Yield
2854,Houston,2019,Distracted Driving
2855,Houston,2019,Weather Conditions
2856,Houston,2019,Distracted Driving
2857,Houston,2019,Drug Involvement
2858,Houston,2019,Aggressive Driving
2860,Houston,2019,Speeding
2863,Houston,2019,Running Red Light
2864,Houston,2019,Unlicensed Driver
2867,Houston,2019,Alcohol Involvement
2868,Houston,2019,Tailgating
2869,Houston,2019,Improper Lane Change
2870,Houston,2019,Drug Involvement
2874,Houston,2019,Driver Fatigue
2875,Houston,2019,Running Red Light
2876,Houston,2019,Speeding
2877,Houston,2019,Drug Involvement
2878,Houston,2019,Driver Fatigue
2879,Houston,2019,Aggressive Driving
2880,Houston,2019,Driver Fatigue
2882,Houston,2019,Weather Conditions
2883,Houston,2019,Alcohol Involvement
2888,Houston,2019,Drug Involvement
2891,Houston,2019,Speeding
2893,Houston,2019,Aggressive Driving
2894,Houston,2019,Tailgating
2895,Houston,2019,Weather Conditions
2897,Houston,2019,Improper Lane Change
2898,Houston,2019,Unlicensed Driver
2902,Houston,2019,Unlicensed Driver
2903,Houston,2019,Improper Lane Change
2905,Houston,2019,Tailgating
2906,Houston,2019,Drug Involvement
2907,Houston,2019,Tailgating
2908,Houston,2019,Driver Fatigue
2910,Houston,2019,Running Red Light
2911,Houston,2019,Speeding
2913,Houston,2019,Aggressive Driving
2914,Houston,2019,Drug Involvement
2915,Houston,2019,Speeding
2916,Houston,2019,Distracted Driving
2917,Houston,2019,Improper Lane Change
2918,Houston,2019,Speeding
2920,Houston,2019,Driver Fatigue
2921,Houston,2019,Tailgating
2922,Houston,2019,Aggressive Driving
2924,Houston,2019,Driver Fatigue
2925,Houston,2019,Improper Lane Change
2927,Houston,2019,Speeding
2928,Houston,2019,Aggressive Driving
2930,Houston,2019,Failure to Yield
2934,Houston,2019,Aggressive Driving
2935,Houston,2019,Driver Fatigue
2936,Houston,2019,Aggressive Driving
2938,Houston,2019,Drug Involvement
2940,Houston,2019,Unlicensed Driver
2941,Houston,2019,Tailgating
2942,Houston,2019,Drug Involvement
2944,Houston,2019,Distracted Driving
2945,Houston,2019,Speeding
2946,Houston,2019,Weather Conditions
2948,Houston,2019,Driver Fatigue
2949,Houston,2019,Tailgating
2951,Houston,2019,Improper Lane Change
2952,Houston,2019,Speeding
2953,Houston,2019,Drug Involvement
2955,Houston,2019,Improper Lane Change
2956,Houston,2019,Tailgating
2958,Houston,2019,Tailgating
2959,Houston,2019,Running Red Light
2960,Houston,2019,Tailgating
2961,Houston,2019,Driver Fatigue
2963,Houston,2019,Driver Fatigue
2966,Houston,2019,Aggressive Driving
2967,Houston,2019,Aggressive Driving
2968,Houston,2019,Unlicensed Driver
2969,Houston,2019,Driver Fatigue
2970,Houston,2019,Unlicensed Driver
2972,Houston,2020,Failure to Yield
2974,Houston,2020,Improper Lane Change
2975,Houston,2020,Drug Involvement
2977,Houston,2020,Alcohol Involvement
2978,Houston,2020,Driver Fatigue
2980,Houston,2020,Weather Conditions
2981,Houston,2020,Unlicensed Driver
2983,Houston,2020,Failure to Yield
2985,Houston,2020,Driver Fatigue
2986,Houston,2020,Speeding
2987,Houston,2020,Driver Fatigue
2990,Houston,2020,Driver Fatigue
2991,Houston,2020,Unlicensed Driver
2992,Houston,2020,Running Red Light
2993,Houston,2020,Tailgating
2994,Houston,2020,Distracted Driving
2995,Houston,2020,Speeding
2996,Houston,2020,Running Red Light
2997,Houston,2020,Failure to Yield
2999,Houston,2020,Speeding
3003,Houston,2020,Drug Involvement
3005,Houston,2020,Improper Lane Change
3007,Houston,2020,Distracted Driving
3008,Houston,2020,Distracted Driving
3009,Houston,2020,Failure to Yield
3011,Houston,2020,Alcohol Involvement
3012,Houston,2020,Aggressive Driving
3015,Houston,2020,Improper Lane Change
3016,Houston,2020,Failure to Yield
3018,Houston,2020,Distracted Driving
3019,Houston,2020,Running Red Light
3020,Houston,2020,Weather Conditions
3021,Houston,2020,Distracted Driving
3023,Houston,2020,Alcohol Involvement
3024,Houston,2020,Improper Lane Change
3027,Houston,2020,Driver Fatigue
3028,Houston,2020,Aggressive Driving
3030,Houston,2020,Distracted Driving
3032,Houston,2020,Speeding
3034,Houston,2020,Distracted Driving
3037,Houston,2020,Speeding
3038,Houston,2020,Running Red Light
3039,Houston,2020,Distracted Driving
3041,Houston,2020,Driver Fatigue
3042,Houston,2020,Failure to Yield
3044,Houston,2020,Improper Lane Change
3045,Houston,2020,Speeding
3046,Houston,2020,Tailgating
3047,Houston,2020,Improper Lane Change
3048,Houston,2020,Aggressive Driving
3049,Houston,2020,Driver Fatigue
3050,Houston,2020,Improper Lane Change
3051,Houston,2020,Failure to Yield
3052,Houston,2020,Weather Conditions
3053,Houston,2020,Tailgating
3054,Houston,2020,Alcohol Involvement
3055,Houston,2020,Unlicensed Driver
3056,Houston,2020,Speeding
3057,Houston,2020,Drug Involvement
3060,Houston,2020,Aggressive Driving
3062,Houston,2020,Failure to Yield
3064,Houston,2020,Failure to Yield
3065,Houston,2020,Tailgating
3066,Houston,2020,Distracted Driving
3067,Houston,2020,Improper Lane Change
3068,Houston,2020,Unlicensed Driver
3069,Houston,2020,Aggressive Driving
3070,Houston,2020,Aggressive Driving
3072,Houston,2020,Speeding
3073,Houston,2020,Driver Fatigue
3074,Houston,2020,Failure to Yield
3075,Houston,2020,Weather Conditions
3076,Houston,2020,Failure to Yield
3078,Houston,2020,Failure to Yield
3081,Houston,2020,Drug Involvement
3082,Houston,2020,Distracted Driving
3083,Houston,2020,Driver Fatigue
3084,Houston,2020,Tailgating
3086,Houston,2020,Weather Conditions
3088,Houston,2020,Unlicensed Driver
3089,Houston,2020,Distracted Driving
3090,Houston,2020,Improper Lane Change
3092,Houston,2020,Failure to Yield
3093,Houston,2020,Driver Fatigue
3095,Houston,2020,Speeding
3096,Houston,2020,Failure to Yield
3097,Houston,2020,Improper Lane Change
3099,Houston,2020,Aggressive Driving
3100,Houston,2020,Speeding
3101,Houston,2020,Drug Involvement
3102,Houston,2021,Improper Lane Change
3104,Houston,2021,Unlicensed Driver
3105,Houston,2021,Alcohol Involvement
3106,Houston,2021,Aggressive Driving
3107,Houston,2021,Running Red Light
3108,Houston,2021,Speeding
3109,Houston,2021,Alcohol Involvement
3110,Houston,2021,Weather Conditions
3111,Houston,2021,Failure to Yield
3112,Houston,2021,Aggressive Driving
3114,Houston,2021,Unlicensed Driver
3115,Houston,2021,Running Red Light
3116,Houston,2021,Aggressive Driving
3117,Houston,2021,Running Red Light
3120,Houston,2021,Tailgating
3121,Houston,2021,Drug Involvement
3122,Houston,2021,Unlicensed Driver
3124,Houston,2021,Failure to Yield
3126,Houston,2021,Distracted Driving
3127,Houston,2021,Driver Fatigue
3129,Houston,2021,Unlicensed Driver
3134,Houston,2021,Improper Lane Change
3136,Houston,2021,Drug Involvement
3137,Houston,2021,Weather Conditions
3139,Houston,2021,Tailgating
3140,Houston,2021,Tailgating
3141,Houston,2021,Improper Lane Change
3143,Houston,2021,Alcohol Involvement
3144,Houston,2021,Alcohol Involvement
3145,Houston,2021,Failure to Yield
3146,Houston,2021,Distracted Driving
3147,Houston,2021,Failure to Yield
3149,Houston,2021,Distracted Driving
3150,Houston,2021,Running Red Light
3153,Houston,2021,Drug Involvement
3155,Houston,2021,Tailgating
3156,Houston,2021,Drug Involvement
3157,Houston,2021,Drug Involvement
3158,Houston,2021,Distracted Driving
3159,Houston,2021,Distracted Driving
3160,Houston,2021,Drug Involvement
3162,Houston,2021,Running Red Light
3163,Houston,2021,Alcohol Involvement
3165,Houston,2021,Drug Involvement
3166,Houston,2021,Running Red Light
3167,Houston,2021,Distracted Driving
3168,Houston,2021,Unlicensed Driver
3169,Houston,2021,Running Red Light
3170,Houston,2021,Alcohol Involvement
3172,Houston,2021,Drug Involvement
3173,Houston,2021,Driver Fatigue
3176,Houston,2021,Drug Involvement
3177,Houston,2021,Speeding
3180,Houston,2021,Speeding
3181,Houston,2021,Driver Fatigue
3182,Houston,2021,Driver Fatigue
3184,Houston,2021,Improper Lane Change
3185,Houston,2021,Failure to Yield
3186,Houston,2021,Failure to Yield
3187,Houston,2021,Unlicensed Driver
3188,Houston,2021,Running Red Light
3189,Houston,2021,Driver Fatigue
3191,Houston,2021,Alcohol Involvement
3192,Houston,2021,Distracted Driving
3195,Houston,2021,Tailgating
3196,Houston,2021,Tailgating
3198,Houston,2021,Alcohol Involvement
3200,Houston,2021,Weather Conditions
3201,Houston,2021,Running Red Light
3202,Houston,2021,Speeding
3203,Houston,2021,Improper Lane Change
3205,Houston,2021,Failure to Yield
3206,Houston,2021,Tailgating
3207,Houston,2021,Improper Lane Change
3208,Houston,2021,Drug Involvement
3209,Houston,2021,Improper Lane Change
3212,Houston,2021,Running Red Light
3213,Houston,2021,Weather Conditions
3214,Houston,2021,Weather Conditions
3221,Houston,2021,Distracted Driving
3223,Houston,2021,Distracted Driving
3224,Houston,2021,Driver Fatigue
3225,Houston,2021,Aggressive Driving
3226,Houston,2021,Driver Fatigue
3227,Houston,2021,Unlicensed Driver
3229,Houston,2021,Driver Fatigue
3231,Houston,2021,Failure to Yield
3233,Houston,2021,Drug Involvement
3235,Houston,2021,Tailgating
3236,Houston,2021,Improper Lane Change
3239,Houston,2022,Weather Conditions
3240,Houston,2022,Running Red Light
3241,Houston,2022,Distracted Driving
3242,Houston,2022,Aggressive Driving
3243,Houston,2022,Driver Fatigue
3244,Houston,2022,Tailgating
3246,Houston,2022,Failure to Yield
3247,Houston,2022,Running Red Light
3249,Houston,2022,Unlicensed Driver
3254,Houston,2022,Alcohol Involvement
3255,Houston,2022,Tailgating
3256,Houston,2022,Driver Fatigue
3257,Houston,2022,Weather Conditions
3258,Houston,2022,Failure to Yield
3260,Houston,2022,Distracted Driving
3261,Houston,2022,Weather Conditions
3262,Houston,2022,Distracted Driving
3263,Houston,2022,Distracted Driving
3264,Houston,2022,Driver Fatigue
3265,Houston,2022,Failure to Yield
3266,Houston,2022,Drug Involvement
3267,Houston,2022,Distracted Driving
3268,Houston,2022,Drug Involvement
3269,Houston,2022,Aggressive Driving
3271,Houston,2022,Distracted Driving
3273,Houston,2022,Unlicensed Driver
3275,Houston,2022,Failure to Yield
3276,Houston,2022,Speeding
3277,Houston,2022,Improper Lane Change
3278,Houston,2022,Aggressive Driving
3279,Houston,2022,Drug Involvement
3280,Houston,2022,Unlicensed Driver
3282,Houston,2022,Driver Fatigue
3283,Houston,2022,Alcohol Involvement
3284,Houston,2022,Aggressive Driving
3286,Houston,2022,Failure to Yield
3287,Houston,2022,Unlicensed Driver
3288,Houston,2022,Improper Lane Change
3289,Houston,2022,Unlicensed Driver
3290,Houston,2022,Driver Fatigue
3291,Houston,2022,Weather Conditions
3292,Houston,2022,Distracted Driving
3294,Houston,2022,Unlicensed Driver
3295,Houston,2022,Distracted Driving
3296,Houston,2022,Driver Fatigue
3297,Houston,2022,Improper Lane Change
3300,Houston,2022,Aggressive Driving
3301,Houston,2022,Tailgating
3303,Houston,2022,Failure to Yield
3304,Houston,2022,Running Red Light
3305,Houston,2022,Weather Conditions
3306,Houston,2022,Running Red Light
3307,Houston,2022,Drug Involvement
3308,Houston,2022,Tailgating
3309,Houston,2022,Weather Conditions
3310,Houston,2022,Tailgating
3311,Houston,2022,Running Red Light
3313,Houston,2022,Speeding
3314,Houston,2022,Running Red Light
3315,Houston,2022,Unlicensed Driver
3316,Houston,2022,Drug Involvement
3318,Houston,2022,Tailgating
3320,Houston,2022,Unlicensed Driver
3321,Houston,2022,Weather Conditions
3324,Houston,2022,Aggressive Driving
3327,Houston,2022,Aggressive Driving
3328,Houston,2022,Tailgating
3329,Houston,2022,Weather Conditions
3331,Houston,2022,Running Red Light
3332,Houston,2022,Unlicensed Driver
3333,Houston,2022,Running Red Light
3334,Houston,2022,Aggressive Driving
3335,Houston,2022,Distracted Driving
3336,Houston,2022,Improper Lane Change
3337,Houston,2022,Tailgating
3338,Houston,2022,Weather Conditions
3340,Houston,2022,Running Red Light
3342,Houston,2022,Weather Conditions
3343,Houston,2022,Alcohol Involvement
3344,Houston,2022,Failure to Yield
3345,Houston,2022,Improper Lane Change
3346,Houston,2022,Unlicensed Driver
3347,Houston,2022,Unlicensed Driver
3349,Houston,2022,Improper Lane Change
3350,Houston,2022,Driver Fatigue
3351,Houston,2022,Driver Fatigue
3352,Houston,2022,Tailgating
3353,Houston,2022,Failure to Yield
3355,Houston,2022,Aggressive Driving
3356,Houston,2022,Tailgating
3358,Houston,2022,Speeding
3361,Houston,2022,Driver Fatigue
3362,Houston,2022,Unlicensed Driver
3363,Houston,2023,Running Red Light
3365,Houston,2023,Drug Involvement
3367,Houston,2023,Aggressive Driving
3369,Houston,2023,Improper Lane Change
3370,Houston,2023,Aggressive Driving
3371,Houston,2023,Drug Involvement
3372,Houston,2023,Weather Conditions
3373,Houston,2023,Speeding
3375,Houston,2023,Speeding
3377,Houston,2023,Failure to Yield
3378,Houston,2023,Tailgating
3379,Houston,2023,Weather Conditions
3380,Houston,2023,Failure to Yield
3382,Houston,2023,Speeding
3383,Houston,2023,Distracted Driving
3384,Houston,2023,Alcohol Involvement
3385,Houston,2023,Speeding
3386,Houston,2023,Driver Fatigue
3387,Houston,2023,Alcohol Involvement
3389,Houston,2023,Running Red Light
3390,Houston,2023,Improper Lane Change
3391,Houston,2023,Drug Involvement
3392,Houston,2023,Running Red Light
3393,Houston,2023,Speeding
3394,Houston,2023,Running Red Light
3395,Houston,2023,Weather Conditions
3396,Houston,2023,Aggressive Driving
3397,Houston,2023,Tailgating
3398,Houston,2023,Distracted Driving
3400,Houston,2023,Weather Conditions
3402,Houston,2023,Speeding
3403,Houston,2023,Unlicensed Driver
3404,Houston,2023,Drug Involvement
3405,Houston,2023,Running Red Light
3406,Houston,2023,Driver Fatigue
3407,Houston,2023,Speeding
3408,Houston,2023,Running Red Light
3409,Houston,2023,Unlicensed Driver
3410,Houston,2023,Drug Involvement
3411,Houston,2023,Unlicensed Driver
3412,Houston,2023,Failure to Yield
3413,Houston,2023,Weather Conditions
3414,Houston,2023,Weather Conditions
3415,Houston,2023,Improper Lane Change
3416,Houston,2023,Distracted Driving
3418,Houston,2023,Weather Conditions
3419,Houston,2023,Driver Fatigue
3421,Houston,2023,Failure to Yield
3423,Houston,2023,Driver Fatigue
3424,Houston,2023,Improper Lane Change
3425,Houston,2023,Aggressive Driving
3426,Houston,2023,Aggressive Driving
3427,Houston,2023,Alcohol Involvement
3428,Houston,2023,Weather Conditions
